region,zone,woreda,adm3_pcode,adm3_en,adm1_en,adm2_en,score,method,needs_review
Oromia,Jimma,Seka Chokorsa hospital,ET040409,Seka Chekorsa,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Setema hospital,ET040413,Setema,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Shabe,ET040414,Shebe Sambo,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Sigmo,ET040412,Sigmo,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Sokoru,ET040403,Sekoru,Oromia,Jimma,1,key,FALSE
Oromia,Jimma Town,Jimma Town,ET040418,Jimma town,Oromia,Jimma,1,key,FALSE
Oromia,Kellem Wollega,Anfilo,ET041807,Anfilo,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,D/Dollo Hosp.,ET041806,Denbi Dollo town,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Dale Sadi,ET041808,Dale Sadi,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Dale Wabera,ET041803,Dale Wabera,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Dambi Dollo,ET041806,Denbi Dollo town,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Gawo Kebe,ET041804,Gawo Kebe,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Gidami,ET041809,Gidami,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Gidami Hosp.,ET041809,Gidami,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Hawa Gelan,ET041801,Hawa Galan,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Hawa Gelan Hosp.,ET041801,Hawa Galan,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Jima Horo,ET041810,Jimma Horo,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Kake Hosp.,ET041803,Dale Wabera,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Lalo Kile,ET041811,Lalo Kile,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Sadi Chanka,ET041812,Sedi Chenka,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Seyo,ET041805,Sayo,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Kellem Wollega,Yemalogi Walal,ET041802,Yama Logi Welel,Oromia,Kelem Wellega,1,key,FALSE
Oromia,Maya Town,Maya Town,ET041006,Haro Maya,Oromia,East Hararge,1,key,FALSE
Oromia,Metu Town,Metu Town,ET040320,Metu town,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Modjo town,Modjo town,ET040797,Mojo Town,Oromia,East Shewa,1,key,FALSE
Oromia,Moyale Town,Moyale Town,ET041210,Moyale (OR),Oromia,Borena,1,key,FALSE
Oromia,Nejo Town,Nejo Town,ET040199,Nejo town,Oromia,West Wellega,1,key,FALSE
Oromia,Nekemte Town,Nekemte Town,ET040297,Nekemte town,Oromia,East Wellega,1,key,FALSE
Oromia,North Shoa,Abichu Gnea,ET040609,Abichugna Gne'a,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Aleltu,ET040617,Aleltu,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Berek Woreda,ET042011,Bereh,Oromia,Finfine Special,1,key,FALSE
Oromia,North Shoa,Debre Libanos,ET040607,Debre Libanos,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Degam,ET040605,Degem,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Dera,ET030209,Dera (AM),Amhara,South Gondar,1,key,FALSE
Oromia,North Shoa,Fitche Hospital,ET040613,Fiche town,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Fitche Town,ET040613,Fiche town,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,G.M.Hospital,ET040602,Dera (OR),Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Garba guracha town,ET040604,Kuyu,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Gerar Jarso,ET040606,Gerar Jarso,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Hidabu Abote,ET040603,Hidabu Abote,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Jida,ET040615,Jida,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Kuyu,ET040604,Kuyu,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Kuyu  Hospital,ET040604,Kuyu,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,MukeTuri Hospital,ET040608,Wuchale,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Mulo Woreda,ET042016,Mulo,Oromia,Finfine Special,1,key,FALSE
Oromia,North Shoa,Wera  Jarso,ET040601,Wara Jarso,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Wuchale,ET040608,Wuchale,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,Yaya  Gulale,ET040614,Yaya Gulele,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,chancho hosp,ET042016,Mulo,Oromia,Finfine Special,1,key,FALSE
Oromia,North Shoa,chancho town,ET042013,Sululta,Oromia,Finfine Special,1,key,FALSE
Oromia,North Shoa,kimbibit,ET040610,Kimbibit,Oromia,North Shewa (OR),1,key,FALSE
Oromia,North Shoa,sululta woreda,ET042013,Sululta,Oromia,Finfine Special,1,key,FALSE
Oromia,Robe Town,Robe Town,ET041119,Robe Town,Oromia,Bale,1,key,FALSE
Oromia,Sendafa Town,Sendafa Town,ET042018,Sendafa town,Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Ane Dima Hospital,ET042001,Burayu,Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Burayu Sub-city,ET042001,Burayu,Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Eeka-Tefo Sub-city,ET042004,Lege Tafo-Lege Dadi town,Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Furi Sub-city,ET042006,Sebeta Hawas,Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Gafarsa-Guje Sub-city,ET042001,Burayu,Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Galan Sub-city,ET042098,Gelana (Finfine),Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Galan-Guda Sbu-city,ET042098,Gelana (Finfine),Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Koye Fache Sub-city,ET042098,Gelana (Finfine),Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Kura-Jida Sub-city,ET042004,Lege Tafo-Lege Dadi town,Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Malka-Nono Sub-city,ET042001,Burayu,Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Mana Abichu Sub-city,ET042005,Sululta town,Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Sabata Sub-city,ET042009,Sebeta town,Oromia,Finfine Special,1,key,FALSE
Oromia,Shager-City,Sululta Sub-city,ET042005,Sululta town,Oromia,Finfine Special,1,key,FALSE
Oromia,Shakiso Town,Shakiso Town,ET041499,Shakiso town,Oromia,Guji,1,key,FALSE
Oromia,Shashemene  Town,Shashemene  Town,ET041711,Shashemene town,Oromia,West Arsi,1,key,FALSE
Oromia,Sheno Town,Sheno Town,ET040610,Kimbibit,Oromia,North Shewa (OR),1,key,FALSE
Oromia,South West Shewa,Ameya,ET041301,Ameya,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Ameya Hosp.,ET041301,Ameya,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Bacho,ET040314,Becho (Ilu Aba Bora),Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,South West Shewa,Bantu Hosp.,ET041308,Tole,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Dawo,ET041304,Dawo,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Elu,ET041305,Ilu,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Goro,ET041116,Goro (Bale),Oromia,Bale,1,key,FALSE
Oromia,South West Shewa,Kersa Malima,ET041307,Kersana Malima,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Lemen Hosp.,ET070203,Lemmo,Central Ethiopia,Hadiya,1,key,FALSE
Oromia,South West Shewa,Sadan Sodo,ET041310,Seden Sodo,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Sebata Hawas,ET042006,Sebeta Hawas,Oromia,Finfine Special,1,key,FALSE
Oromia,South West Shewa,Sodo Dachi,ET041314,Sodo Daci,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,St.Luke Hosp.,ET041311,Woliso town,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Tole,ET041308,Tole,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Tulu Bolo Hosp.,ET041309,Becho (SW Shewa),Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Woliso Rural,ET041303,Waliso,Oromia,South West Shewa,1,key,FALSE
Oromia,South West Shewa,Wonchi,ET041302,Wenchi,Oromia,South West Shewa,1,key,FALSE
Oromia,West Arsi,Adaba,ET041710,Adaba,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Dodola R,ET041707,Dodola,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Gambo General Hosp,ET041705,Kore,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Gedab Hasasa,ET041706,Gedeb Asasa,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Heban Arsi,ET041783,Heban Arsi,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Kofale Town,ET041704,Kofele,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Kofele Rural,ET041704,Kofele,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Kokosa,ET041708,Kokosa,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Kokosa Primary Hospital,ET041708,Kokosa,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,"Kore
",ET041705,Kore,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Loke primary hospital,ET041709,Nenesebo,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Nagelle Arsi Woreda,ET041703,Arsi Negele,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Negelle Arsi  Town,ET041799,Arsi Negele town,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Negelle Arsi Primary Hospital,ET041799,Arsi Negele town,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Nensebo,ET041709,Nenesebo,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Nensebo Primary Hospita,ET041709,Nenesebo,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Shalla,ET041702,Shala,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Shshemene,ET041712,Shashemene Zuria,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Siraro,ET041701,Siraro,Oromia,West Arsi,1,key,FALSE
Oromia,West Arsi,Wondo,ET041797,Wondo,Oromia,West Arsi,1,key,FALSE
Oromia,West Guji,Abaya,ET041513,Abaya,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,B/H/Woreda,ET041501,Bule Hora,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Birbirsa Kojowa,ET041596,Birbirsa Kojowa,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Bule/Hora/Hos,ET041587,Bule Hora town,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Dugda dawa,ET041515,Dugda Dawa,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Gelana,ET041517,Gelana (West Guji),Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Gelana Hospital,ET042098,Gelana (Finfine),Oromia,Finfine Special,1,key,FALSE
Oromia,West Guji,H/Wamena,ET041509,Hambela Wamena,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Kercha,ET041502,Kercha,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Kercha Town,ET041502,Kercha,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Kercha hospital,ET041502,Kercha,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Melka soda,ET041518,Melka Soda,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Melka/Soda/Hos,ET041518,Melka Soda,Oromia,West Guji,1,key,FALSE
Oromia,West Guji,Suro,ET041594,Suro Berguda,Oromia,West Guji,1,key,FALSE
Oromia,West Harerge,Anchar,ET040906,Anchar,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Asebot Hospital,ET040903,Tulo (OR),Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Bedesa Hospital,ET040914,Bedesa,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Bedesa town,ET040914,Bedesa,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Boke,ET040910,Boke,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Burka dhintu,ET040998,Burqua Dhintu,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Burqadhintu Hospital,ET040998,Burqua Dhintu,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Chiro Hospital,ET040905,Chiro town,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Chiro Rural,ET040913,Chiro Zuria,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Chiro town,ET040905,Chiro town,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Daro Labu,ET040909,Daro Lebu,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Darolebu Hospita,ET040909,Daro Lebu,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Doba,ET040902,Doba,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Gelemso Hospital,ET040908,Habro,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Gelemso town,ET040908,Habro,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Gemechis,ET040912,Gemechis,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Guba koricha,ET040907,Goba Koricha,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Gumbi Bordode,ET040991,Gumbi Bordede,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Habro,ET040908,Habro,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Hawigudina,ET040915,Hawi Gudina,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Hirna Hospital,ET040903,Tulo (OR),Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Hirna town,ET040903,Tulo (OR),Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Mechara-Micheta T.,ET040908,Habro,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Mieso,ET040901,Mieso,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Oda Bultum,ET040911,Kuni /Oda Bultum,Oromia,West Hararge,1,key,FALSE
Oromia,West Harerge,Shenen Dugo,ET040893,Shanan Kolu,Oromia,Arsi,1,key,FALSE
Oromia,West Harerge,Tullo,ET040903,Tulo (OR),Oromia,West Hararge,1,key,FALSE
Oromia,West Shoa,Abuna Gindeberet,ET040516,Abuna Ginde Beret,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Adea Berga,ET040513,Adda Berga,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Ambo,ET040503,Ambo Zuria,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Ambo University Referal Hospital,ET040515,Ambo town,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Bako Primary Hospital,ET040506,Bako Tibe,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Bako Tibe,ET040506,Bako Tibe,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Chelia,ET040505,Cheliya,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Chobi,ET040592,Cobi,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Dano,ET040507,Dano,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Dendi,ET040510,Dendi,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Dendi Primary Hospital,ET040510,Dendi,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Dire Enchini,ET040509,Tikur Enchini,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Ejere,ET040511,Ejere /Addis Alem,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Ejersa Lafo,ET040590,Ejersa Lafo,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Enchini Primary Hospital,ET040513,Adda Berga,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Gedo General Hospital,ET040505,Cheliya,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Gindabarat,ET040501,Ginde Beret,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Gindeberet General Hospital,ET040501,Ginde Beret,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Guder Primary Hospital,ET040517,Toke Kutaye,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Ilfata,ET040519,Ifata,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Ilu Galan,ET040500,Illu Galan,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Jaldu,ET040502,Jeldu,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Jaldu Primary Hospital,ET040502,Jeldu,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Jibat,ET040518,Jibat,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Liban Jawi,ET040597,Liban Jawi,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Meta Robi,ET040514,Meta Robi,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Meta Walkite,ET040594,Meta Walkite,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Mide Kegn,ET040504,Mida Kegn,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Nono,ET040508,Nono,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Toke Kutaye,ET040517,Toke Kutaye,Oromia,West Shewa,1,key,FALSE
Oromia,West Shoa,Welmera,ET042014,Welmera,Oromia,Finfine Special,1,key,FALSE
Oromia,West Wollega,Aira,ET040107,Ayira,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Aira hospital,ET040107,Ayira,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Babo Gambel,ET040111,Babo,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Begi,ET040116,Begi,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Begi hospital,ET040116,Begi,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Boji Chokorsa,ET040110,Boji Chekorsa,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Boji Dirmaji,ET040106,Boji Dirmeji,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Bube Hospital,ET040115,Nole Kaba,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Ganji Hospital,ET040113,Gaji,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Genji,ET040113,Gaji,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Ghimbi Adv.hospital,ET040193,Gimbi town,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Ghimbi Rural,ET040103,Gimbi,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Ghimbi Town,ET040193,Gimbi town,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Ghimbi pub. Hospital,ET040193,Gimbi town,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Gulliso,ET040119,Guliso,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Haru,ET040114,Haru,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Homa,ET040117,Homa,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Jarso,ET041002,Jarso (East Hararghe),Oromia,East Hararge,1,key,FALSE
Oromia,West Wollega,Kiltu Kara,ET040105,Kiltu Kara,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Kondala,ET040109,Gudetu Kondole,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Lalo Assabi,ET040104,Lalo Asabi,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Lata Sibu,ET040197,Leta Sibu,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Mana Sibu,ET040101,Mana Sibu,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Mendi Hospital,ET040198,Mendi town,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Mendi Town,ET040198,Mendi town,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Nejo,ET040102,Nejo,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Nole kaba,ET040115,Nole Kaba,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Sayo Nole,ET040118,Sayo Nole,Oromia,West Wellega,1,key,FALSE
Oromia,West Wollega,Yubdo,ET040112,Yubdo,Oromia,West Wellega,1,key,FALSE
Oromia,Woliso Town,Woliso Town,ET041311,Woliso town,Oromia,South West Shewa,1,key,FALSE
Sidama,Central Sidama,Arbegona  WoHO,ET160003,Arbegona,Sidama,Sidama,1,key,FALSE
Sidama,East Sidama,Aroressa  WoHO,ET160009,Aroresa,Sidama,Sidama,1,key,FALSE
Sidama,Hawassa City Admn,Tula Sub City,ET160018,Hawasa town,Sidama,Sidama,1,key,FALSE
Sidama,North Sidama,Bilate Zuria woreda,ET160032,Bilate Zuria,Sidama,Sidama,1,key,FALSE
Sidama,South Sidama,Aleta Chuko  Town,ET160016,Aleta Chuko,Sidama,Sidama,1,key,FALSE
Sidama,NA,Aleta Chuko  WoHO,ET160016,Aleta Chuko,Sidama,Sidama,1,key,FALSE
Sidama,NA,Aleta Wondo  WoHO,ET160005,Aleta Wendo,Sidama,Sidama,1,key,FALSE
Sidama,NA,Aleta Wondo  taHO,ET160021,Aleta Wondo town,Sidama,Sidama,1,key,FALSE
Sidama,NA,Bensa  WoHO,ET160008,Bensa,Sidama,Sidama,1,key,FALSE
Sidama,NA,Bona Zuria  WoHO,ET160017,Bona Zuria,Sidama,Sidama,1,key,FALSE
Sidama,NA,Boricha  WoHO,ET160010,Boricha,Sidama,Sidama,1,override,FALSE
Sidama,NA,Borricha  WoHO,ET160010,Boricha,Sidama,Sidama,1,key,FALSE
Sidama,NA,Burra Woreda,ET160024,Bura,Sidama,Sidama,1,key,FALSE
Sidama,NA,Bursa  WoHO,ET160015,Bursa,Sidama,Sidama,1,key,FALSE
Sidama,NA,Chabe  WoHO,ET160029,Chabe Gambeltu,Sidama,Sidama,1,key,FALSE
Sidama,NA,Chire  WoHO,ET160014,Chire,Sidama,Sidama,1,key,FALSE
Sidama,NA,Chirone Woreda,ET160027,Chirone,Sidama,Sidama,1,key,FALSE
Sidama,NA,Daela Woreda,ET160034,Daella,Sidama,Sidama,1,key,FALSE
Sidama,NA,Dale  WoHO,ET160004,Dale,Sidama,Sidama,1,key,FALSE
Sidama,NA,Dara  WoHO,ET160006,Dara,Sidama,Sidama,1,key,FALSE
Sidama,NA,Dara otlcho woreda,ET160025,Dara Otilicho,Sidama,Sidama,1,key,FALSE
Sidama,NA,Darara Woreda,ET160033,Darara,Sidama,Sidama,1,key,FALSE
Sidama,NA,Daye  taHO,ET160030,Daye town,Sidama,Sidama,1,key,FALSE
Sidama,NA,Gorche  WoHO,ET160011,Gorche,Sidama,Sidama,1,key,FALSE
Sidama,NA,Hawassa City,ET160018,Hawasa town,Sidama,Sidama,1,key,FALSE
Sidama,NA,Hawassa Zuria  WoHO,ET160002,Hawassa Zuria,Sidama,Sidama,1,key,FALSE
Sidama,NA,Hawela  WoHO,ET160023,Hawela,Sidama,Sidama,1,key,FALSE
Sidama,NA,Hooko Woreda,ET160031,Hokko,Sidama,Sidama,1,key,FALSE
Sidama,NA,Hulla  WoHO,ET160007,Hulla,Sidama,Sidama,1,key,FALSE
Sidama,NA,Leku  taHO,ET160022,Leku town,Sidama,Sidama,1,key,FALSE
Sidama,NA,Loka Abaya  WoHO,ET160037,Loka Abaya,Sidama,Sidama,1,key,FALSE
Sidama,NA,Melga  WoHO,ET160012,Malga,Sidama,Sidama,1,key,FALSE
Sidama,NA,Shafamo WoHO,ET160028,Shafamo,Sidama,Sidama,1,key,FALSE
Sidama,NA,Shebedino  WoHO,ET160001,Shebe Dino,Sidama,Sidama,1,key,FALSE
Sidama,NA,Teticha woreda,ET160026,Teticha,Sidama,Sidama,1,key,FALSE
Sidama,NA,Wensho  WoHO,ET160013,Wonosho,Sidama,Sidama,1,key,FALSE
Sidama,NA,Wondo Genet  Town,ET160036,Wondo-Genet town,Sidama,Sidama,1,key,FALSE
Sidama,NA,Wondo Genet  WoHO,ET160019,Wondo-Genet,Sidama,Sidama,1,key,FALSE
Sidama,NA,Yirgalem   taHO,ET160020,Yirgalem town,Sidama,Sidama,1,key,FALSE
Somali,Afder,Barey,ET050807,Barey,Somali,Afder,1,key,FALSE
Somali,Afder,Charati,ET050802,Charati,Somali,Afder,1,key,FALSE
Somali,Afder,Dolobay,ET050808,Dolobay,Somali,Afder,1,key,FALSE
Somali,Afder,Elkare/Serer,ET050804,Elkare /Serer,Somali,Afder,1,key,FALSE
Somali,Afder,God-God,ET050899,God-God,Somali,Afder,1,key,FALSE
Somali,Afder,Hargele,ET050806,Hargele,Somali,Afder,1,key,FALSE
Somali,Afder,Hargele Hosp.,ET050806,Hargele,Somali,Afder,1,key,FALSE
Somali,Afder,Kohle,ET050898,Kohle /Qoxle,Somali,Afder,1,key,FALSE
Somali,Afder,Raso,ET050809,Raso,Somali,Afder,1,key,FALSE
Somali,Afder,Raso Hosp,ET050809,Raso,Somali,Afder,1,key,FALSE
Somali,Afder,West Imi,ET050805,West Imi,Somali,Afder,1,key,FALSE
Somali,Daawa,Hudet,ET051104,Hudet,Somali,Daawa,1,key,FALSE
Somali,Daawa,Lehey Hospital,ET051103,Moyale (SM),Somali,Daawa,1,key,FALSE
Somali,Daawa,Moyale (SM),ET051103,Moyale (SM),Somali,Daawa,1,key,FALSE
Somali,Daawa,Mubarek,ET051187,Mubarek,Somali,Daawa,1,key,FALSE
Somali,Daawa,Qade Duma,ET051198,Qada Duma,Somali,Daawa,1,key,FALSE
Somali,Doolo,Bokh,ET050702,Bokh,Somali,Doolo,1,key,FALSE
Somali,Doolo,Danod,ET050701,Danod,Somali,Doolo,1,key,FALSE
Somali,Doolo,Daratole,ET050788,Daratole,Somali,Doolo,1,key,FALSE
Somali,Doolo,Galadi,ET050703,Galadi,Somali,Doolo,1,key,FALSE
Somali,Doolo,Galhamur,ET050799,Galhamur,Somali,Doolo,1,key,FALSE
Somali,Doolo,Lehel-Yucub,ET050798,Lehel-Yucub,Somali,Doolo,1,key,FALSE
Somali,Doolo,Warder,ET050704,Warder,Somali,Doolo,1,key,FALSE
Somali,Doolo,Wardher Hosp.,ET050704,Warder,Somali,Doolo,1,key,FALSE
Somali,Erer,Fik,ET050402,Fik,Somali,Erer,1,key,FALSE
Somali,Erer,Fik Hosp.,ET050402,Fik,Somali,Erer,1,key,FALSE
Somali,Erer,Hamaro,ET050404,Hamero,Somali,Erer,1,key,FALSE
